ROL3,Language,Status,NbrPGICs,NbrCountries,JPScale,LeastReached,JPPopulation,BibleStatus,TranslationNeedQuestionable,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical
hsn,"Chinese, Xiang",L,6,3,1,Y,40077000,0,Y,,,,Y,Y,,4,Ethnic Religions,2.41,1.92
yue,"Chinese, Yue",L,37,34,4,N,82457000,4,N,1894-1981,1877,1862-1903,Y,Y,48,7,Non-Religious,5.44,3.63
afi,Chini,L,1,1,4,N,350,1,N,,,,N,Y,,1,Christianity,100,7
chh,Chinook,N,,,,N,,0,Y,,,,N,N,,,,,
chn,Chinook Wawa,N,2,2,4,N,270,2,Y,,,1912,N,N,,1,Christianity,72.57,5.93
cap,Chipaya,L,1,1,4,N,2350,3,N,,1978-2009,1967,N,Y,532,1,Christianity,75,7
ciw,Chippewa,L,1,1,4,N,117000,3,Y,,1833-1854,1831-1874,N,Y,,1,Christianity,60,4
cax,Chiquitano,L,2,2,4,N,187000,3,N,,1980-2012,1974,N,Y,362,4,Ethnic Religions,37.89,3
cdf,Chiru,L,2,,3,N,9490,1,N,,,,N,Y,,1,Christianity,98.7,
ctm,Chitimacha,N,,,,N,,1,N,,,,N,N,,,,,
ctg,Chittagonian,L,149,,1,Y,9181000,1,N,,,,Y,Y,,6,Islam,0.52,
cgk,Chocangacakha,L,1,,1,Y,18400,1,N,,,,N,N,,2,Buddhism,0,
coz,Chocholtec,N,1,1,4,N,710,0,Y,,,,N,Y,,1,Christianity,95,10
cho,Choctaw,L,1,1,4,N,110000,3,N,,1848,1836-1993,N,Y,,1,Christianity,65,8
cdi,Chodri,L,2,,1,Y,164000,3,N,,2006,1991,Y,Y,,5,Hinduism,0.92,
ctu,Chol,L,3,2,5,N,188000,4,N,1977-2009,1960-1976,1947-1968,Y,Y,795,1,Christianity,96.72,28.21
cog,Chong,N,2,2,1,Y,2090,0,Y,,,,N,Y,,2,Buddhism,0.94,0.21
cda,Choni,L,1,1,1,Y,165000,1,N,,,,N,N,,2,Buddhism,0.5,0.19
chd,"Chontal, Highland Oaxaca",L,1,1,5,N,3170,3,N,,1991,1963-1980,N,Y,721,1,Christianity,95,28
clo,"Chontal, Lowland Oaxaca",N,1,1,5,N,1390,2,Y,,,1955,N,Y,,1,Christianity,95,50
chf,"Chontal, Tabasco",L,1,1,4,N,47700,3,N,,1977,1952-1966,N,Y,797,1,Christianity,96,4.3
cce,Chopi,L,1,1,4,N,1120000,3,N,,2000,1910-2011,Y,Y,,4,Ethnic Religions,35,3
crq,"Chorote, Iyo'wujwa",L,2,2,5,N,2360,2,N,,,1995-2011,N,Y,,1,Christianity,80,14
crt,"Chorote, Iyojwa'ja",L,1,1,4,N,900,3,N,,1997,1961-1993,N,Y,371,1,Christianity,70,8.87
crw,Chrau,L,1,1,5,N,7440,3,N,,1982,1966-1985,N,Y,,4,Ethnic Religions,45,34.8
cje,Chru,L,1,1,5,N,21300,3,N,,2015,1955,N,Y,,4,Ethnic Religions,35,27.71
cjv,Chuave,L,2,1,5,N,57800,3,N,,1992-1994,1973-1987,N,Y,995,1,Christianity,98.71,20.28
cvg,Chug,L,,,,N,,1,N,,,,N,Y,,,,,
cac,Chuj,L,3,2,4,N,81400,4,N,2007,1999,1956-1994,N,Y,494,1,Christianity,90.14,9.67
ckt,Chukchi,L,1,1,3,N,16000,2,N,,,2004,N,Y,,4,Ethnic Religions,12,0.7
cuw,Chukwa,N,,,,N,,0,Y,,,,N,N,,,,,
clw,Chulym,N,1,1,1,Y,360,0,Y,,,,N,N,,4,Ethnic Religions,0,0
ncu,Chumburung,L,2,1,4,N,95700,4,N,2010,1988-1998,1994,Y,Y,756,4,Ethnic Religions,8,2.97
cug,Chungmboko,L,1,1,2,N,3220,1,N,,,,N,Y,,1,Christianity,70,1
cdj,Churahi,L,44,,1,Y,149000,0,Y,,,,N,Y,,5,Hinduism,0.16,
scb,Chut,L,5,2,1,Y,6660,1,N,,,,N,N,,4,Ethnic Religions,0.42,0
chk,Chuukese,L,3,3,5,N,56000,4,N,1989-2001,1957-1984,1892-1962,Y,Y,,1,Christianity,97.48,25.41
chv,Chuvash,L,11,11,3,N,1493000,4,N,2010,1904-2009,1820-1996,Y,N,,1,Christianity,49.51,1.19
chw,Chuwabu,L,1,1,4,N,1396000,3,N,,1978-2003,2003,Y,Y,,4,Ethnic Religions,18,6
cia,Cia-Cia,L,1,1,1,Y,95800,1,N,,,,N,Y,,6,Islam,2,0
awc,Cicipu,L,1,1,4,N,37300,1,N,,,,N,N,,6,Islam,25,5.15
cim,Cimbrian,L,1,1,2,N,2360,0,Y,,,,N,N,,1,Christianity,88,0.5
cie,Cineni,L,1,1,1,Y,5530,1,N,,,,N,N,,4,Ethnic Religions,1,0
cin,Cinta Larga,L,1,1,5,N,1640,1,N,,,,N,N,,1,Christianity,90,11
asg,Cishingini,L,1,1,4,N,145000,2,N,,,1994,Y,N,1293,4,Ethnic Religions,18,3
txt,Citak,L,1,1,4,N,12900,3,N,,1995,1979-1989,N,Y,,1,Christianity,60,4
tml,"Citak, Tamnim",L,1,1,4,N,410,1,N,,,,N,Y,,1,Christianity,68,3
tgd,Ciwogai,L,1,1,3,N,3740,1,N,,,,N,Y,,4,Ethnic Religions,10,0.33
clm,Clallam,N,,,,N,,0,Y,,,,N,N,,,,,
coj,Cochimi,N,,,,N,,1,N,,,,N,Y,,,,,
coc,Cocopa,L,2,2,5,N,1010,2,N,,,1972,N,Y,,1,Christianity,73.01,16.28
crd,Coeur d'Alene,N,,,,N,,0,Y,,,,N,N,,,,,
con,Cofan,L,2,2,5,N,2180,3,N,,1980-2007,1964-1999,Y,Y,567,4,Ethnic Religions,27.21,18.41
cjk,Cokwe,L,4,4,5,N,2467000,4,Y,1970-1990,1927-1958,1916-1964,Y,Y,,1,Christianity,87.94,29.1
liw,Col,L,2,1,1,Y,295000,1,N,,,,N,Y,,6,Islam,0,0
csn,Colombian Sign Language,L,1,1,,N,,2,N,,,2006,Y,N,,,,,
cof,Colorado,L,1,1,3,N,3060,3,N,,1980-2012,1964-1990,N,Y,565,4,Ethnic Religions,40,1.2
col,Columbia-Wenatchi,N,1,1,4,N,740,0,Y,,,,N,N,,1,Christianity,60,5
com,Comanche,N,1,1,4,N,13200,2,N,,,1958,N,Y,,1,Christianity,65,8
cfg,Como Karim,L,1,1,3,N,18500,1,N,,,,N,Y,,4,Ethnic Religions,10,1.5
swb,"Comorian, Maore",L,7,7,1,Y,279000,3,N,,1995,1983,Y,Y,,6,Islam,0.52,0.05
wlc,"Comorian, Mwali",L,3,3,1,Y,42800,1,N,,,,N,Y,,6,Islam,0.09,0
wni,"Comorian, Ndzwani",L,3,3,1,Y,363000,2,N,,,2011,N,Y,,6,Islam,0.57,0.19
zdj,"Comorian, Ngazidja",L,3,3,1,Y,412000,2,N,,,1976-2007,Y,Y,,6,Islam,0.58,0.19
coo,Comox,N,1,1,5,N,1220,0,Y,,,,N,N,,1,Christianity,92,20
cno,Con,L,1,1,1,Y,2150,0,Y,,,,N,N,,4,Ethnic Religions,0,0
rar,Cook Islands Maori,L,3,3,5,N,77300,4,N,1851-1888,1836,1828-1981,N,Y,1127,1,Christianity,96.56,12.53
cnc,Coong,L,1,1,1,Y,2340,1,N,,,,N,N,,4,Ethnic Religions,0,0
csz,Coos,N,,,,N,,1,N,,,,N,N,,,,,
cop,Coptic,N,,,,N,,3,N,,1716-1924,Yes,N,N,,,,,
crn,"Cora, El Nayar",L,2,2,2,N,12900,3,N,,1999-2008,1961-2000,Y,Y,754,1,Christianity,94.79,1.28
cok,"Cora, Santa Teresa",L,1,1,2,N,5070,2,N,,,2004,N,N,,1,Christianity,96,0.6
cry,Cori,L,1,1,5,N,1450,1,N,,,,N,N,,1,Christianity,55,11
cor,Cornish,N,,,,N,,3,N,,2002-2004,1936,N,N,1079,,,,
cos,Corsican,L,3,3,2,N,166000,2,Y,,,1861-1994,N,Y,,1,Christianity,84.81,0.49
csr,Costa Rican Sign Language,L,1,1,,N,,1,N,,,,Y,N,,,,,
cow,Cowlitz,N,1,1,2,N,200,1,N,,,,N,N,,1,Christianity,55,2
crm,"Cree, Moose",L,1,1,5,N,7240,3,Y,,1876,1859,N,N,483,1,Christianity,97,25
crl,"Cree, Northern East",L,1,1,5,N,6420,2,N,,,1921,N,N,,1,Christianity,97,25
crk,"Cree, Plains",L,2,2,4,N,109000,4,N,1861-1908,1859-1999,1847-1992,Y,Y,,1,Christianity,87.54,10
crj,"Cree, Southern East",L,1,1,5,N,8830,3,N,,2001,1853-1995,N,Y,,1,Christianity,95,25
csw,"Cree, Swampy",L,1,1,5,N,7240,3,N,,1976,1853-1894,N,N,,1,Christianity,97,25
cwd,"Cree, Woods",L,1,1,5,N,76800,1,N,,,,N,N,,1,Christianity,96,15
crh,Crimean Tatar,L,9,9,1,Y,591000,3,N,,1666-2011,1659-2011,Y,Y,,6,Islam,0.07,0.05
pov,"Crioulo, Upper Guinea",L,5,5,4,N,599000,4,N,1999,1989,1979,Y,Y,,1,Christianity,60.62,4.67
csq,Croatia Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
hrv,Croatian,L,28,27,2,N,5255000,4,Y,1804-1968,1563-1983,1564-1992,Y,Y,39,1,Christianity,93.6,0.34
cro,Crow,L,1,1,4,N,10900,2,N,,,1980-2007,N,Y,,1,Christianity,65,9
crz,Cruzeno,N,,,,N,,1,N,,,,N,N,,,,,
cua,Cua,L,1,1,4,N,12800,2,N,,,1973,N,Y,,4,Ethnic Religions,20,3.23
csf,Cuba Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
cub,Cubeo,L,2,2,5,N,7110,3,N,,1970-2009,1958-1986,N,Y,358,1,Christianity,76.55,38.85
cui,Cuiba,L,4,2,4,N,3110,3,N,,1988-2010,1974-1997,N,Y,1036,4,Ethnic Religions,9.73,4.92
cux,"Cuicatec, Tepeuxila",L,1,1,5,N,11400,3,N,,1974,1951-1966,Y,Y,831,1,Christianity,95,20
cut,"Cuicatec, Teutila",L,1,1,4,N,4110,3,N,,1972,1962-1965,N,Y,843,1,Christianity,95,5
cuo,Cumanagoto,N,1,1,3,N,21000,0,Y,,,,N,N,,4,Ethnic Religions,20,1
cuq,Cun,L,1,1,1,Y,94100,1,N,,,,N,N,,4,Ethnic Religions,1,1
cup,Cupeno,N,,,,N,,1,N,,,,N,N,,,,,
kpc,Curripaco,L,6,4,5,N,17200,3,N,,1959,1948,N,Y,,1,Christianity,59.3,20.37
ccl,Cutchi-Swahili,L,2,2,1,Y,72000,0,Y,,,,N,Y,,6,Islam,2.97,0.1
cuv,Cuvok,L,1,1,4,N,13100,1,N,,,,N,Y,,1,Christianity,46.8,4
cyo,Cuyonon,L,1,1,5,N,208000,3,N,,1982,1939-1966,N,Y,,1,Christianity,95,11
ces,Czech,L,28,27,3,N,10207000,4,N,1380-1980,1475-1992,1902-1992,Y,Y,15,7,Non-Religious,25.99,0.7
cse,Czech Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
bpa,Daakaka,L,1,1,5,N,1670,1,N,,,,N,Y,,1,Christianity,100,45
lni,Daantanai',L,1,1,4,N,600,1,N,,,,N,N,,1,Christianity,84,8
dsh,Daasanach,L,3,3,1,Y,89300,3,N,,2014,2000-2006,N,Y,,4,Ethnic Religions,1.77,0.77
dtn,Daats'iin,L,1,1,1,Y,300,0,,,,,N,N,,6,Islam,0,0
dbq,Daba,L,2,2,3,N,33900,3,N,,1992,1984,Y,Y,,6,Islam,6.88,1.44
dbr,Dabarre,L,1,1,1,Y,29300,1,N,,,,N,N,,6,Islam,0,0
dbe,Dabe,L,1,1,4,N,520,0,Y,,,,N,N,,1,Christianity,68,4
dda,Dadi Dadi,N,,,,N,,0,Y,,,,N,N,,,,,
mps,Dadibi,L,1,1,5,N,20800,4,N,2001-2002,2001,1976-1981,N,Y,1153,1,Christianity,99,16
dbd,Dadiya,L,1,1,1,Y,50000,2,N,,,2008,Y,Y,,4,Ethnic Religions,3,2
dgz,Daga,L,1,1,5,N,11700,3,N,,1974-2005,1970,N,Y,977,1,Christianity,90,30
dga,"Dagaare, Southern",L,1,1,5,N,1002000,2,N,,,1970,Y,Y,,1,Christianity,75,18
dgd,Dagaari Dioula,L,1,1,1,Y,33800,1,N,,,,N,Y,,6,Islam,1.5,1.2
dgi,"Dagara, Northern",L,1,1,3,N,501000,2,N,,,2006-2007,Y,Y,,4,Ethnic Religions,25,1.5
dgk,Dagba,L,2,2,5,N,54500,1,N,,,,N,N,,4,Ethnic Religions,40.74,18.58
dag,Dagbani,L,3,2,4,N,1293000,4,N,2007,1974,1935-1955,Y,Y,,6,Islam,20.91,6.64
dec,Dagik,L,1,1,1,Y,63200,1,N,,,,N,N,,4,Ethnic Religions,2,0.4
dlk,Dahalik,L,1,1,1,Y,2240,0,Y,,,,N,N,,6,Islam,0,0
dal,Dahalo,N,1,1,1,Y,2770,0,Y,,,,N,N,,4,Ethnic Religions,2,1
das,Daho-Doo,L,1,1,4,N,6080,0,Y,,,,N,Y,,4,Ethnic Religions,20,7
dij,Dai,L,1,1,4,N,940,0,Y,,,,N,Y,,1,Christianity,70,4
drb,Dair,N,1,1,1,Y,2820,0,Y,,,,N,N,,6,Islam,0,0
djc,"Daju, Dar Daju",L,1,1,1,Y,93200,2,N,,,2008,N,Y,,6,Islam,0,0
daj,"Daju, Dar Fur",L,1,1,1,Y,102000,1,N,,,,N,N,,6,Islam,0,0
dau,"Daju, Dar Sila",L,2,2,1,Y,213000,1,N,,,,N,Y,,6,Islam,0,0
dkk,Dakka,L,1,1,3,N,2340,0,Y,,,,N,N,,6,Islam,8,2
dak,Dakota,N,2,2,4,N,119000,4,Y,1879,1865,1839-1976,N,Y,,1,Christianity,60.38,6.14
dka,Dakpakha,L,1,,1,Y,2440,1,N,,,,N,N,,2,Buddhism,0,
ngk,Dalabon,N,1,1,4,N,10,0,Y,,,,N,Y,,4,Ethnic Religions,7,4
dmm,Dama,N,,,,N,,0,Y,,,,N,N,,,,,
dam,Damakawa,N,,,,N,,0,Y,,,,N,N,,,,,
uhn,Damal,L,1,1,4,N,18100,3,N,,1988,1973-1992,N,Y,,1,Christianity,98,8
dmr,"Damar, East",L,1,1,4,N,4090,1,N,,,,N,Y,,1,Christianity,60,5
drn,"Damar, West",L,1,1,4,N,1340,1,N,,,,N,N,,1,Christianity,60,4
dac,Dambi,L,1,1,5,N,520,1,N,,,,N,N,,1,Christianity,90,26
dml,Dameli,L,3,,1,Y,7150,1,N,,,,N,N,,6,Islam,0,
dms,Dampelas,L,1,1,1,Y,11300,0,Y,,,,N,Y,,6,Islam,0.05,0.01
dnj,Dan,L,3,3,5,N,1642000,3,Y,,1981-1993,1943-1981,Y,Y,,4,Ethnic Religions,32.09,13.74
dnr,Danaru,L,1,1,5,N,360,0,Y,,,,N,N,,1,Christianity,90,20
dnu,Danau,L,1,1,1,Y,128000,0,Y,,,,N,N,,2,Buddhism,0.5,0.4
daa,Dangaleat,L,1,1,1,Y,103000,3,N,,2012,1998-2002,N,Y,354,6,Islam,0,0
ada,Dangme,L,1,1,5,N,1129000,4,Y,1999,1977-1994,1935-1966,Y,Y,,1,Christianity,93,30
dni,"Dani, Lower Grand Valley",L,2,1,5,N,26400,3,N,,1988-1994,1970-1994,N,Y,,1,Christianity,66.91,11.08
dnt,"Dani, Mid Grand Valley",L,1,1,4,N,72900,3,N,,1990,1977-1995,N,N,,1,Christianity,85,8
dna,"Dani, Upper Grand Valley",L,1,1,4,N,26900,3,N,,1992,1994,N,Y,,1,Christianity,80,7
dnw,"Dani, Western",L,1,1,5,N,252000,3,N,,1981,1966,Y,Y,,1,Christianity,90,11
dan,Danish,L,20,18,4,N,5292000,4,N,1550-1993,1550-1989,1488-1987,Y,Y,49,1,Christianity,87.84,3.57
dsl,Danish Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
aso,Dano,L,1,1,5,N,64200,3,N,,1989,1969-1994,N,Y,993,1,Christianity,99,23
dnv,Danu,L,1,1,1,Y,116000,1,N,,,,N,N,,2,Buddhism,2,0.5
dhw,Danuwar,L,2,,1,Y,46000,2,N,,,1976,N,Y,,5,Hinduism,0.32,
daz,Dao,L,1,1,2,N,360,1,N,,,,N,N,,1,Christianity,70,1
dnd,Daonda,L,1,1,5,N,240,1,N,,,,N,Y,,1,Christianity,95,19
dry,Darai,L,1,,1,Y,11900,2,N,,,1976,N,Y,,5,Hinduism,1,
dar,Dargwa,L,12,7,1,Y,543000,2,N,,,1996-2010,Y,N,,6,Islam,0,0
prs,Dari,L,19,12,1,Y,8963000,4,N,2008,1982-1985,1974,Y,Y,341,6,Islam,0.01,0.01
gbz,"Dari, Zoroastrian",N,1,1,1,Y,14000,1,N,,,,N,Y,,8,Other / Small,0,0
xda,Darkinyung,N,,,,N,,0,Y,,,,N,N,,,,,
dln,Darlong,L,1,,3,N,13900,3,N,,1995,1992-1996,N,Y,,2,Buddhism,7.8,
drd,Darmiya,L,8,,1,Y,2220,1,N,,,,N,Y,,5,Hinduism,0,
dot,Dass,L,1,1,1,Y,9770,1,N,,,,N,Y,,6,Islam,2,1
tcc,Datooga,L,2,1,4,N,153000,3,N,,2009,Yes,N,Y,,4,Ethnic Religions,7.42,4
dgw,Daungwurrung,N,,,,N,,1,N,,,,N,N,,,,,
dta,Daur,L,3,1,1,Y,201000,1,N,,,,Y,Y,,4,Ethnic Religions,1.14,1.14
daw,Davawenyo,L,1,1,5,N,248000,0,Y,,,,N,Y,,1,Christianity,95,12
kwa,Daw,L,1,1,5,N,120,1,N,,,,N,Y,,1,Christianity,70,25
dww,Dawawa,L,1,1,5,N,4930,3,N,,2002,1991-1992,N,Y,1017,1,Christianity,95,29
ddw,Dawera-Daweloor,L,1,1,4,N,1450,0,Y,,,,N,N,,1,Christianity,66,5
dav,Dawida,L,2,2,5,N,339000,3,N,,1922-1990,1904-1985,Y,Y,,1,Christianity,79.18,36.16
dwr,Dawro,L,1,1,5,N,775000,3,N,,2011,Yes,Y,Y,505,1,Christianity,92,53
dai,Day,L,1,1,5,N,137000,3,N,,1989,Yes,N,Y,,1,Christianity,58,34
dax,Dayi,L,1,1,4,N,210,0,Y,,,,N,N,,1,Christianity,78,4
dzg,Dazaga,L,3,2,1,Y,538000,2,N,,,2006,Y,Y,,6,Islam,0,0
dcc,Deccan,L,,,,N,,0,Y,,,,Y,Y,,,,,
ded,Dedua,L,1,1,5,N,7290,3,N,,2006,1990-2011,N,N,983,1,Christianity,98,30
afn,Defaka,N,1,1,4,N,1850,1,N,,,,N,N,,4,Ethnic Religions,35,3
mzw,Deg,L,2,2,5,N,49400,3,N,,1996,1996-2001,N,Y,,4,Ethnic Religions,39.33,13.64
dgu,Degaru,L,10,,1,Y,14500,1,N,,,,N,Y,,5,Hinduism,0.27,
deg,Degema,L,1,1,4,N,26600,1,N,,,,N,Y,,4,Ethnic Religions,27,6
dge,Degenan,L,1,1,5,N,1090,1,N,,,,N,Y,,1,Christianity,90,22
ing,Degexit'an,N,1,1,2,N,450,0,Y,,,,N,N,,1,Christianity,65,1.5
deh,Dehwari,L,3,,1,Y,16400,0,Y,,,,N,N,,6,Islam,0,
dek,Dek,L,1,1,3,N,4740,0,Y,,,,N,N,,6,Islam,33,0.8
row,Dela-Oenale,L,1,1,4,N,8670,1,N,,,,N,Y,,1,Christianity,55,4
ntr,Delo,L,2,2,5,N,23800,3,N,,2006,Yes,N,Y,,1,Christianity,91.72,13.5
dem,Dem,L,1,1,2,N,1610,1,N,,,,N,Y,,1,Christianity,65,1
dmx,Dema,L,1,1,4,N,8620,0,Y,,,,N,N,,4,Ethnic Religions,39,3
dei,Demisa,L,1,1,4,N,700,1,N,,,,N,Y,,1,Christianity,65,6
ddn,Dendi,L,3,3,1,Y,323000,3,N,,1995,Yes,Y,Y,,6,Islam,0.08,0.02
deq,Dendi,L,1,1,5,N,14500,0,Y,,,,N,N,,1,Christianity,69,23
chp,Dene,L,1,1,5,N,12400,3,N,,1881,1878,Y,Y,,1,Christianity,96,25
dez,Dengese,L,1,1,4,N,14200,1,N,,,,N,Y,,1,Christianity,98,4
dnk,Dengka,L,1,1,4,N,24700,2,N,,,2004,N,N,,1,Christianity,80,6
dny,Deni,L,1,1,4,N,1120,2,N,,,1982,N,Y,,4,Ethnic Religions,10,8
dbb,Deno,L,1,1,3,N,11200,1,N,,,,N,Y,,4,Ethnic Religions,10,0.15
anv,Denya,L,1,1,5,N,30100,3,N,,2010,1998-2000,N,Y,343,1,Christianity,70,12
der,Deori,L,26,,1,Y,108000,1,N,,,,N,Y,,5,Hinduism,1.01,
kbv,Dera,L,2,2,4,N,2570,1,N,,,,N,Y,,1,Christianity,77.38,4.82
kna,Dera,L,1,1,4,N,58900,2,N,,,1937,Y,Y,,1,Christianity,71,10
des,Desano,L,2,2,5,N,3860,3,N,,1984-2011,1975-1981,N,N,,1,Christianity,60,11.14
dso,Desiya,L,,,,N,,1,N,,,,Y,Y,,,,,
dee,Dewoin,L,1,1,4,N,10900,1,N,,,,N,Y,,6,Islam,15,4
def,Dezfuli,L,1,1,,N,,1,N,,,,N,Y,,,,,
dgh,Dghwede,L,2,2,4,N,73000,3,N,,1980,1976,N,Y,,4,Ethnic Religions,13.07,7.6
dhs,Dhaiso,L,1,1,1,Y,8080,0,Y,,,,N,N,,6,Islam,1,0.5
dhl,Dhalandji,N,,,,N,,0,Y,,,,N,N,,,,,
dhg,Dhangu-Djangu,L,1,1,5,N,320,2,N,,,1977-1982,N,Y,1374,4,Ethnic Religions,35,20
dhn,Dhanki,L,31,,3,N,182000,1,N,,,,Y,Y,,5,Hinduism,9.69,
nfa,Dhao,L,1,1,4,N,6100,2,N,,,2000-2011,N,Y,1402,1,Christianity,90,7
dhr,Dhargari,N,,,,N,,0,Y,,,,N,N,,,,,
mki,Dhatki,L,33,,1,Y,149000,2,N,,,1999,Y,Y,,6,Islam,0,
dhi,Dhimal,L,3,,1,Y,20300,2,N,,,2000,N,Y,,5,Hinduism,0.78,
dhm,Dhimba,L,2,2,5,N,37400,3,N,,2008,1970-1984,N,Y,471,1,Christianity,70,25
dho,Dhodia,L,1,,1,Y,235000,1,N,,,,N,Y,,5,Hinduism,0.32,
luo,Dholuo,L,3,3,5,N,4871000,4,N,1953-1977,1926,1911-1964,Y,Y,,1,Christianity,97.92,54.37
dhd,Dhundari,L,304,,1,Y,11012000,1,N,,,,Y,Y,,5,Hinduism,0.06,
dhx,Dhungaloo,N,,,,N,,1,N,,,,N,N,,,,,
dwu,Dhuwal,L,1,1,4,N,320,1,N,,,,N,Y,,1,Christianity,60,10
dwy,Dhuwaya,L,1,1,5,N,500,0,,,,,N,N,,1,Christianity,80,12
dia,Dia,L,1,1,5,N,2540,1,N,,,,N,Y,,1,Christianity,80,13
dby,Dibiyaso,L,1,1,4,N,2910,1,N,,,,N,Y,,4,Ethnic Religions,30,5
dio,Dibo,L,1,1,4,N,195000,1,N,,,,N,Y,,6,Islam,28,5
bvx,Dibole,L,1,1,5,N,8120,1,N,,,,N,N,,1,Christianity,80,23
dic,"Dida, Lakota",L,1,1,4,N,155000,0,Y,,,,N,N,,1,Christianity,74,5
gud,"Dida, Yocoboue",L,1,1,4,N,173000,2,N,,,1930-1985,N,Y,839,1,Christianity,77,9
did,Didinga,L,1,1,5,N,75800,2,N,,,1994-2011,N,Y,,4,Ethnic Religions,18,12
ddo,Dido,L,1,1,1,Y,18400,1,N,,,,N,N,,6,Islam,0,0
tbp,Diebroud,L,1,1,2,N,380,1,N,,,,N,N,,1,Christianity,65,2
dif,Dieri,N,,,,N,,3,N,,1897,Yes,N,N,,,,,
mhu,Digaro-Mishmi,L,47,,3,N,31100,1,N,,,,N,Y,,5,Hinduism,13.8,
dur,Dii,L,1,1,3,N,126000,3,N,,2001,1966,N,Y,,1,Christianity,45,1.3
cfa,Dikaka,L,1,1,4,N,41700,2,N,,,2008,Y,Y,,4,Ethnic Religions,46,3
dil,Dilling,N,2,1,1,Y,14700,0,Y,,,,N,Y,,6,Islam,0.42,0.08
jma,Dima,L,1,1,5,N,1090,1,N,,,,N,Y,,1,Christianity,95,29
dis,Dimasa,L,35,,3,N,101000,3,N,,2005,1905-1908,Y,Y,1010,5,Hinduism,12.72,
dii,Dimbong,L,1,1,2,N,290,0,Y,,,,N,N,,1,Christianity,55,1
dim,Dime,L,1,1,5,N,1260,1,N,,,,N,Y,,1,Christianity,87,33.7
mrx,Dineor,N,1,1,5,N,60,0,Y,,,,N,N,,1,Christianity,70,15
diz,Ding,L,1,1,4,N,244000,1,N,,,,N,Y,,1,Christianity,99,7
dip,"Dinka, Northeastern",L,2,1,5,N,936000,3,N,,1952,1926-1943,Y,Y,,1,Christianity,77.91,16.5
diw,"Dinka, Northwestern",L,1,1,5,N,94600,1,N,,,,N,Y,,1,Christianity,65,12
dib,"Dinka, South Central",L,2,1,4,N,863000,2,N,,,1866-2011,Y,Y,,1,Christianity,74.92,8.07
dks,"Dinka, Southeastern",L,2,2,5,N,305000,3,N,,1940,1915-2011,N,Y,,1,Christianity,75,18
dik,"Dinka, Southwestern",L,1,1,5,N,3205000,3,N,,2006,1993,N,Y,242,1,Christianity,79,16
gdl,Dirasha,L,1,1,5,N,59200,1,N,,,,Y,Y,,1,Christianity,82,50.7
dwa,Diri,L,1,1,3,N,11600,1,N,,,,N,Y,,4,Ethnic Religions,6,0.5
diu,Diriku,L,3,3,5,N,49000,3,Y,,1988,1979-1985,N,Y,,1,Christianity,53.56,26.55
dir,Dirim,L,1,1,1,Y,16200,1,N,,,,N,Y,,4,Ethnic Religions,3,0
dsi,Disa,L,1,1,1,Y,5040,1,N,,,,N,N,,6,Islam,0.03,0
tbz,Ditammari,L,2,2,4,N,149000,4,N,2001,1989,1991,Y,Y,,4,Ethnic Religions,14,4
dtd,Ditidaht,N,1,1,4,N,980,0,Y,,,,N,Y,,1,Christianity,90,3
diy,Diuwe,L,1,1,1,Y,140,1,N,,,,N,N,,6,Islam,0,0
dix,Dixon Reef,L,1,1,5,N,120,1,N,,,,N,N,,1,Christianity,98,45
mdx,Dizin,L,1,1,5,N,49900,2,N,,,2012,N,N,,1,Christianity,72,14.5
tjw,Djabwurrung,N,,,,N,,0,Y,,,,N,N,,,,,
djr,Djambarrpuyngu,L,1,1,5,N,710,2,N,,,1977-1993,N,Y,244,4,Ethnic Religions,25,25
djd,Djamindjung,N,1,1,4,N,150,0,Y,,,,N,N,,1,Christianity,80,6
djn,Djauan,N,,,,N,,0,Y,,,,N,Y,,,,,
djj,Djeebbana,L,1,1,4,N,290,1,N,,,,N,N,,4,Ethnic Religions,50,10
dji,Djinang,L,1,1,5,N,260,2,Y,,,1985-1987,N,N,,4,Ethnic Religions,30,20
djb,Djinba,L,1,1,4,N,50,1,N,,,,N,N,,4,Ethnic Religions,30,10
jig,Djingili,N,,,,N,,0,Y,,,,N,Y,,,,,
kvo,Dobel,L,1,1,4,N,6160,2,N,,,1991-2009,N,Y,,1,Christianity,75,4
dob,Dobu,L,1,1,5,N,16200,4,N,1928,1911-1986,1894-1919,N,Y,926,1,Christianity,99,18
doe,Doe,L,1,1,4,N,55500,1,N,,,,N,N,,6,Islam,20,4
dgg,Doga,L,1,1,5,N,300,0,Y,,,,N,Y,,1,Christianity,90,22
dgx,Doghoro,L,1,1,5,N,400,1,N,,,,N,Y,,1,Christianity,95,25
aqd,"Dogon, Ampari",L,1,1,1,Y,8770,1,N,,,,N,N,,6,Islam,4,0
dti,"Dogon, Ana Tinga",L,1,1,3,N,690,0,Y,,,,N,N,,4,Ethnic Religions,12,0.2
