"ROL3","Language","ROG3","EditName","EditDate"
"gdx","Godwari","IN","BM",9/17/2008 0:00:00
"gea","Geruma","NI","BM",9/17/2008 0:00:00
"geb","Kire","PP","BM",12/17/2010 0:00:00
"gec","Grebo, Gboloo","LI","BM",9/17/2008 0:00:00
"ged","Gade","NI","BM",9/17/2008 0:00:00
"geg","Gengle","NI","BM",9/17/2008 0:00:00
"geh","Hutterisch","CA","BM",6/27/2013 0:00:00
"gei","Gebe","ID","BM",9/17/2008 0:00:00
"gej","Gen","TO","BM",6/27/2013 0:00:00
"gek","Ywom","NI","BM",9/17/2008 0:00:00
"gel","Ut-Ma'in","NI","BM",12/17/2010 0:00:00
"geq","Geme","CT","BM",9/17/2008 0:00:00
"ges","Geser-Gorom","ID","BM",9/17/2008 0:00:00
"gev","Eviya","GB","BM",3/8/2016 0:00:00
"gew","Gera","NI","BM",9/17/2008 0:00:00
"gex","Garre","SO","BM",9/17/2008 0:00:00
"gey","Enya","CG","BM",9/17/2008 0:00:00
"gez","Geez","ET","BM",9/17/2008 0:00:00
"gfk","Patpatar","PP","BM",6/27/2013 0:00:00
"gga","Gao","BP","BM",9/17/2008 0:00:00
"ggb","Gbii","LI","BM",9/17/2008 0:00:00
"gge","Guragone","AS","BM",9/17/2008 0:00:00
"ggg","Gurgula","PK","BM",9/17/2008 0:00:00
"ggl","Ganglau","PP","BM",9/17/2008 0:00:00
"ggo","Gondi, Southern","IN","BM",12/17/2010 0:00:00
"ggt","Gitua","PP","BM",9/17/2008 0:00:00
"ggu","Gban","IV","BM",5/16/2013 0:00:00
"ggw","Gogodala","PP","BM",6/27/2013 0:00:00
"gha","Ghadames","LY","BM",9/17/2008 0:00:00
"ghe","Ghale, Southern","NP","BM",12/17/2010 0:00:00
"ghh","Ghale, Northern","NP","BM",9/17/2008 0:00:00
"ghk","Karen, Geko","BM","BM",9/17/2008 0:00:00
"ghl","Ghulfan","SU","BM",9/17/2008 0:00:00
"ghn","Ghanongga","BP","BM",9/17/2008 0:00:00
"gho","Ghomara","MO","BM",5/31/2013 0:00:00
"ghr","Ghera","PK","BM",9/17/2008 0:00:00
"ghs","Guhu-Samane","PP","BM",6/27/2013 0:00:00
"ght","Kuke","NP","BM",5/16/2013 0:00:00
"gia","Kitja","AS","BM",12/17/2010 0:00:00
"gib","Gibanawa","NI","BM",9/17/2008 0:00:00
"gic","Gail","SF","BM",9/17/2008 0:00:00
"gid","Gidar","CM","BM",6/27/2013 0:00:00
"gig","Goaria","PK","BM",9/17/2008 0:00:00
"gih","Githabul","AS","BM",5/17/2013 0:00:00
"gil","Kiribati","KR","BM",6/27/2013 0:00:00
"gim","Gimi","PP","BM",6/27/2013 0:00:00
"gin","Hinukh","RS","BM",9/17/2008 0:00:00
"gip","Gimi","PP","BM",12/17/2010 0:00:00
"giq","Gelao, Green","VM","BM",9/17/2008 0:00:00
"gir","Gelao, Red","VM","BM",9/17/2008 0:00:00
"gis","Giziga, North","CM","BM",9/17/2008 0:00:00
"git","Gitxsan","CA","BM",12/17/2010 0:00:00
"giu","Mulao","CH","BM",5/17/2013 0:00:00
"giw","Duoluo","CH","BM",5/16/2013 0:00:00
"gix","Gilima","CG","BM",9/17/2008 0:00:00
"giy","Giyug","AS","BM",9/17/2008 0:00:00
"giz","Giziga, South","CM","BM",7/22/2011 0:00:00
"gji","Geji","NI","BM",6/27/2013 0:00:00
"gjk","Koli, Kachi","PK","BM",6/27/2013 0:00:00
"gjn","Gonja","GH","BM",3/28/2016 0:00:00
"gjr","Gurindji Kriol","AS","BM",7/26/2016 0:00:00
"gju","Gujari","IN","BM",9/17/2008 0:00:00
"gka","Guya","PP","BM",9/17/2008 0:00:00
"gke","Ndai","CM","BM",9/17/2008 0:00:00
"gkn","Gokana","NI","BM",6/27/2013 0:00:00
"gkp","Kpelle, Guinea","GV","BM",6/27/2013 0:00:00
"gla","Scottish Gaelic","UK","BM",6/27/2013 0:00:00
"glc","Bon Gula","CD","BM",9/17/2008 0:00:00
"gld","Nanai","RS","BM",6/27/2013 0:00:00
"gle","Irish","EI","BM",6/27/2013 0:00:00
"glg","Galician","SP","BM",6/27/2013 0:00:00
"glh","Pashai, Northwest","AF","BM",9/17/2008 0:00:00
"glj","Gula Iro","CD","BM",9/17/2008 0:00:00
"glk","Gilaki","IR","BM",9/17/2008 0:00:00
"glo","Galambu","NI","BM",9/17/2008 0:00:00
"glr","Glaro-Twabo","LI","BM",9/17/2008 0:00:00
"glu","Gula","CD","BM",9/17/2008 0:00:00
"glv","Manx","IM","BM",9/17/2008 0:00:00
"glw","Glavda","NI","BM",12/17/2010 0:00:00
"gly","Gule","SU","BM",5/31/2013 0:00:00
"gmb","Gula'alaa","BP","BM",5/16/2013 0:00:00
"gmd","Maghdi","NI","BM",7/28/2009 0:00:00
"gmg","Magiyi","PP","BM",7/29/2016 0:00:00
"gmm","Gbaya-Mbodomo","CM","BM",12/17/2010 0:00:00
"gmn","Gimnime","CM","BM",9/17/2008 0:00:00
"gmu","Gumalu","PP","BM",9/17/2008 0:00:00
"gmv","Gamo","ET","BM",5/17/2013 0:00:00
"gmx","Magoma","TZ","BM",9/17/2008 0:00:00
"gmz","Mgbolizhia","NI","BM",6/27/2013 0:00:00
"gna","Kaansa","UV","BM",4/25/2016 0:00:00
"gnb","Gangte","IN","BM",6/27/2013 0:00:00
"gnd","Zulgo-Gemzek","CM","BM",6/27/2013 0:00:00
"gne","Ganang","NI","BM",9/17/2008 0:00:00
"gng","Ngangam","TO","BM",6/27/2013 0:00:00
"gnh","Lere","NI","BM",9/17/2008 0:00:00
"gni","Gooniyandi","AS","BM",9/17/2008 0:00:00
"gnk","Gana","BC","BM",9/17/2008 0:00:00
"gnm","Ginuman","PP","BM",9/17/2008 0:00:00
"gnn","Gumatj","AS","BM",6/27/2013 0:00:00
"gno","Gondi, Northern","IN","BM",6/27/2013 0:00:00
"gnq","Gana","MY","BM",9/17/2008 0:00:00
"gnr","Gureng Gureng","AS","BM",5/31/2013 0:00:00
"gnt","Guntai","PP","BM",9/17/2008 0:00:00
"gnu","Gnau","PP","BM",9/17/2008 0:00:00
"gnw","Guarani, Western Bolivian","BL","BM",6/27/2013 0:00:00
"gnz","Ganzi","CT","BM",9/17/2008 0:00:00
"goa","Guro","IV","BM",6/27/2013 0:00:00
"gob","Playero","CO","BM",9/17/2008 0:00:00
"goc","Gorakor","PP","BM",9/17/2008 0:00:00
"god","Godie","IV","BM",12/17/2010 0:00:00
"goe","Gongduk","BT","BM",9/17/2008 0:00:00
"gof","Gofa","ET","BM",5/17/2013 0:00:00
"gog","Gogo","TZ","BM",6/27/2013 0:00:00
"goi","Gobasi","PP","BM",9/17/2008 0:00:00
"goj","Gowlan","IN","BM",9/17/2008 0:00:00
"gok","Gowli","IN","BM",9/17/2008 0:00:00
"gol","Gola","LI","BM",12/17/2010 0:00:00
"gom","Konkani, Goan","IN","BM",6/27/2013 0:00:00
"goo","Gone Dau","FJ","BM",9/17/2008 0:00:00
"gop","Yeretuar","ID","BM",9/17/2008 0:00:00
"goq","Gorap","ID","BM",9/17/2008 0:00:00
"gor","Gorontalo","ID","BM",12/17/2010 0:00:00
"gos","Gronings","NL","BM",6/27/2013 0:00:00
"gou","Gavar","CM","BM",9/17/2008 0:00:00
"gow","Gorowa","TZ","BM",9/17/2008 0:00:00
"gox","Gobu","CG","BM",9/17/2008 0:00:00
"goy","Goundo","CD","BM",9/17/2008 0:00:00
"goz","Gozarkhani","IR","BM",9/17/2008 0:00:00
"gpa","Gupa-Abawa","NI","BM",9/17/2008 0:00:00
"gpe","Ghanaian Pidgin English","GH","BM",5/17/2013 0:00:00
"gpn","Taiap","PP","BM",9/17/2008 0:00:00
"gqa","Ga'anda","NI","BM",5/16/2013 0:00:00
"gqi","Guiqiong","CH","BM",9/17/2008 0:00:00
"gqn","Guana","BR","BM",5/31/2013 0:00:00
"gqr","Gor","CD","BM",9/17/2008 0:00:00
"gqu","Qau","CH","BM",5/17/2013 0:00:00
"gra","Garasia, Rajput","IN","BM",12/17/2010 0:00:00
"grc","Greek, Ancient","GR","BM",9/17/2008 0:00:00
"grd","Guruntum-Mbaaru","NI","BM",9/17/2008 0:00:00
"grg","Madi","PP","BM",9/17/2008 0:00:00
"grh","Gbiri-Niragu","NI","BM",9/17/2008 0:00:00
"gri","Ghari","BP","BM",6/27/2013 0:00:00
"grj","Grebo, Southern","LI","BM",9/17/2008 0:00:00
"grm","Kota Marudu Talantang","MY","BM",9/17/2008 0:00:00
"gro","Groma","CH","BM",9/17/2008 0:00:00
"grq","Gorovu","PP","BM",9/17/2008 0:00:00
"grr","Taznatit","AG","BM",9/17/2008 0:00:00
"grs","Gresi","ID","BM",9/17/2008 0:00:00
"grt","Garo","IN","BM",6/27/2013 0:00:00
"gru","Kistane","ET","BM",9/17/2008 0:00:00
"grv","Grebo, Central","LI","BM",9/17/2008 0:00:00
"grw","Gweda","PP","BM",9/17/2008 0:00:00
"grx","Guriaso","PP","BM",9/17/2008 0:00:00
"gry","Grebo, Barclayville","LI","BM",9/13/2013 0:00:00
"gse","Ghanaian Sign Language","GH","BM",9/17/2008 0:00:00
"gsg","German Sign Language","GM","BM",12/17/2010 0:00:00
"gsl","Gusilay","SG","BM",9/17/2008 0:00:00
"gsm","Guatemalan Sign Language","GT","BM",9/17/2008 0:00:00
"gsn","Nema","PP","BM",9/17/2008 0:00:00
"gso","Gbaya, Southwest","CT","BM",6/27/2013 0:00:00
"gsp","Wasembo","PP","BM",9/17/2008 0:00:00
"gss","Greek Sign Language","GR","BM",9/17/2008 0:00:00
"gsw","German, Swiss","SZ","BM",6/27/2013 0:00:00
"gta","Guato","BR","BM",9/17/2008 0:00:00
"gua","Shiki","NI","BM",9/17/2008 0:00:00
"gub","Guajajara","BR","BM",6/27/2013 0:00:00
"guc","Wayuu","CO","BM",6/27/2013 0:00:00
"gud","Dida, Yocoboue","IV","BM",6/27/2013 0:00:00
"gue","Gurinji","AS","BM",6/27/2013 0:00:00
"guf","Gupapuyngu","AS","BM",12/17/2010 0:00:00
"gug","Guarani, Paraguayan","PA","BM",6/27/2013 0:00:00
"guh","Guahibo","CO","BM",6/27/2013 0:00:00
"gui","Guarani, Eastern Bolivian","BL","BM",6/27/2013 0:00:00
"guj","Gujarati","IN","BM",6/27/2013 0:00:00
"guk","Gumuz","ET","BM",12/17/2010 0:00:00
"gul","Sea Island Creole English","US","BM",6/27/2013 0:00:00
"gum","Guambiano","CO","BM",6/27/2013 0:00:00
"gun","Guarani, Mbya","BR","BM",6/27/2013 0:00:00
"guo","Guayabero","CO","BM",6/27/2013 0:00:00
"gup","Gunwinggu","AS","BM",6/27/2013 0:00:00
"guq","Ache","PA","BM",6/27/2013 0:00:00
"gur","Farefare","GH","BM",6/27/2013 0:00:00
"gus","Guinean Sign Language","GV","BM",9/17/2008 0:00:00
"gut","Maleku Jaika","CS","BM",9/17/2008 0:00:00
"guu","Yanomamo","VE","BM",6/27/2013 0:00:00
"guw","Gun","BN","BM",6/27/2013 0:00:00
"gux","Gourmanchema","UV","BM",6/27/2013 0:00:00
"guz","Ekegusii","KE","BM",6/27/2013 0:00:00
"gva","Guana","PA","BM",9/17/2008 0:00:00
"gvc","Guanano","BR","BM",6/27/2013 0:00:00
"gve","Duwet","PP","BM",9/17/2008 0:00:00
"gvf","Golin","PP","BM",6/27/2013 0:00:00
"gvj","Guaja","BR","BM",9/17/2008 0:00:00
"gvl","Gulay","CD","BM",12/17/2010 0:00:00
"gvm","Gurmana","NI","BM",9/17/2008 0:00:00
"gvn","Kuku-Yalanji","AS","BM",6/27/2013 0:00:00
"gvo","Gaviao do Jiparana","BR","BM",5/16/2013 0:00:00
"gvp","Gaviao, Para","BR","BM",9/17/2008 0:00:00
"gvr","Gurung","NP","BM",6/27/2013 0:00:00
"gvs","Gumawana","PP","BM",6/27/2013 0:00:00
"gwa","Mbato","IV","BM",9/17/2008 0:00:00
"gwb","Gwa","NI","BM",9/17/2008 0:00:00
"gwc","Kalami","PK","BM",9/17/2008 0:00:00
"gwd","Gawwada","ET","BM",9/17/2008 0:00:00
"gwe","Gweno","TZ","BM",9/17/2008 0:00:00
"gwf","Gowro","PK","BM",9/17/2008 0:00:00
"gwg","Moo","NI","BM",9/17/2008 0:00:00
"gwi","Gwich'in","CA","BM",6/27/2013 0:00:00
"gwj","Gwi","BC","BM",9/17/2008 0:00:00
"gwn","Gwandara","NI","BM",9/17/2008 0:00:00
"gwr","Gwere","UG","BM",6/27/2013 0:00:00
"gwt","Gawar-Bati","AF","BM",9/17/2008 0:00:00
"gww","Kwini","AS","BM",9/17/2008 0:00:00
"gwx","Gua","GH","BM",9/17/2008 0:00:00
"gxx","We Southern","IV","BM",12/17/2010 0:00:00
"gya","Gbaya, Northwest","CT","BM",6/27/2013 0:00:00
"gyb","Garus","PP","BM",9/17/2008 0:00:00
"gyd","Kayardild","AS","BM",9/17/2008 0:00:00
"gye","Gyem","NI","BM",9/17/2008 0:00:00
"gyg","Gbayi","CT","BM",9/17/2008 0:00:00
"gyi","Gyele","CM","BM",6/27/2013 0:00:00
"gyl","Gayil","ET","BM",9/17/2008 0:00:00
"gym","Ngabere","PM","BM",6/27/2013 0:00:00
"gyn","Guyanese Creole English","GY","BM",9/17/2008 0:00:00
"gyr","Guarayu","BL","BM",6/27/2013 0:00:00
"gza","Ganza","SU","BM",9/17/2008 0:00:00
"gzi","Gazi","IR","BM",9/17/2008 0:00:00
"gzn","Gane","ID","BM",9/17/2008 0:00:00
"haa","Han","US","BM",9/17/2008 0:00:00
"hab","Hanoi Sign Language","VM","BM",9/17/2008 0:00:00
"hac","Gurani","IZ","BM",9/17/2008 0:00:00
"had","Hatam","ID","BM",6/27/2013 0:00:00
"hae","Oromo, Eastern","ET","BM",9/17/2008 0:00:00
"haf","Haiphong Sign Language","VM","BM",9/17/2008 0:00:00
"hag","Hanga","GH","BM",6/27/2013 0:00:00
"hah","Hahon","PP","BM",9/17/2008 0:00:00
"haj","Hajong","IN","BM",12/17/2010 0:00:00
"hak","Chinese, Hakka","CH","BM",6/27/2013 0:00:00
"hal","Halang","VM","BM",6/27/2013 0:00:00
"ham","Hewa","PP","BM",12/17/2010 0:00:00
"han","Hangaza","TZ","BM",12/17/2010 0:00:00
"hao","Hako","PP","BM",9/17/2008 0:00:00
"hap","Hupla","ID","BM",1/26/2015 0:00:00
"haq","Ha","TZ","BM",6/27/2013 0:00:00
"har","Harari","ET","BM",9/17/2008 0:00:00
"has","Haisla","CA","BM",9/17/2008 0:00:00
"hat","Haitian Creole","HA","BM",6/27/2013 0:00:00
"hau","Hausa","NI","BM",6/27/2013 0:00:00
"hav","Havu","CG","BM",9/17/2008 0:00:00
"haw","Hawaiian","US","BM",6/27/2013 0:00:00
"hax","Haida, Southern","CA","BM",9/17/2008 0:00:00
"hay","Haya","TZ","BM",6/27/2013 0:00:00
"haz","Hazaragi","AF","BM",5/13/2013 0:00:00
"hba","Hamba","CG","BM",9/17/2008 0:00:00
"hbb","Nya Huba","NI","BM",6/27/2013 0:00:00
"hbn","Heiban","SU","BM",6/27/2013 0:00:00
"hbo","Hebrew, Ancient","IS","BM",6/27/2013 0:00:00
"hbu","Habun","TT","BM",9/17/2008 0:00:00
"hca","Andaman Creole Hindi","IN","BM",9/17/2008 0:00:00
"hch","Huichol","MX","BM",6/27/2013 0:00:00
"hdn","Haida, Northern","CA","BM",6/27/2013 0:00:00
"hds","Honduras Sign Language","HO","BM",9/17/2008 0:00:00
"hdy","Hadiyya","ET","BM",6/27/2013 0:00:00
"hea","Miao, Northern Qiandong","CH","BM",6/27/2013 0:00:00
"heb","Hebrew","IS","BM",6/27/2013 0:00:00
"hed","Herde","CD","BM",12/17/2010 0:00:00
"heg","Helong","ID","BM",6/27/2013 0:00:00
"heh","Hehe","TZ","BM",6/27/2013 0:00:00
"hei","Heiltsuk","CA","BM",9/17/2008 0:00:00
"hem","Hemba","CG","BM",9/17/2008 0:00:00
"her","Herero","WA","BM",6/27/2013 0:00:00
"hgm","Haiom","WA","BM",9/17/2008 0:00:00
"hgw","Haigwai","PP","BM",9/17/2008 0:00:00
"hhi","Hoia Hoia","PP","BM",9/17/2008 0:00:00
"hhr","Kerak","SG","BM",9/17/2008 0:00:00
"hhy","Hoyahoya","PP","BM",9/17/2008 0:00:00
"hia","Lamang","NI","BM",12/17/2010 0:00:00
"hid","Hidatsa","US","BM",12/17/2010 0:00:00
"hif","Hindi, Fiji","FJ","BM",12/17/2010 0:00:00
"hig","Kamwe","NI","BM",6/27/2013 0:00:00
"hih","Pamosu","PP","BM",9/17/2008 0:00:00
"hii","Hinduri","IN","BM",9/17/2008 0:00:00
"hij","Hijuk","CM","BM",9/17/2008 0:00:00
"hik","Seit-Kaitetu","ID","BM",9/17/2008 0:00:00
"hil","Hiligaynon","RP","BM",6/27/2013 0:00:00
"hin","Hindi","IN","BM",6/27/2013 0:00:00
"hio","Tsoa","BC","BM",9/17/2008 0:00:00
"hir","Himarima","BR","BM",9/17/2008 0:00:00
"hiw","Hiw","NH","BM",6/27/2013 0:00:00
"hix","Hixkaryana","BR","BM",6/27/2013 0:00:00
"hji","Haji","ID","BM",9/17/2008 0:00:00
"hka","Kahe","TZ","BM",9/17/2008 0:00:00
"hke","Hunde","CG","BM",6/27/2013 0:00:00
"hkk","Hunjara-Kaina Ke","PP","BM",12/17/2010 0:00:00
"hks","Hong Kong Sign Language","HK","BM",9/17/2008 0:00:00
"hla","Halia","PP","BM",6/27/2013 0:00:00
"hlb","Halbi","IN","BM",6/27/2013 0:00:00
"hld","Halang Doan","VM","BM",9/17/2008 0:00:00
"hle","Hlersu","CH","BM",9/17/2008 0:00:00
"hlt","Chin, Matu","BM","BM",6/27/2013 0:00:00
"hma","Miao, Southern Mashan","CH","BM",9/17/2008 0:00:00
"hmb","Songhay, Humburi Senni","ML","BM",5/16/2013 0:00:00
"hmc","Miao, Central Huishui","CH","BM",9/17/2008 0:00:00
"hmd","Miao, Large Flowery","CH","BM",6/27/2013 0:00:00
"hme","Miao, Eastern Huishui","CH","BM",9/17/2008 0:00:00
"hmf","Hmong Don","VM","BM",9/17/2008 0:00:00
"hmg","Miao, Southwestern Guiyang","CH","BM",9/17/2008 0:00:00
"hmh","Miao, Southwestern Huishui","CH","BM",9/17/2008 0:00:00
"hmi","Miao, Northern Huishui","CH","BM",9/17/2008 0:00:00
"hmj","Ge","CH","BM",12/17/2010 0:00:00
"hml","Miao, Luopohe","CH","BM",9/17/2008 0:00:00
"hmm","Miao, Central Mashan","CH","BM",9/17/2008 0:00:00
"hmo","Motu, Hiri","PP","BM",6/27/2013 0:00:00
"hmp","Miao, Northern Mashan","CH","BM",9/17/2008 0:00:00
"hmq","Miao, Eastern Qiandong","CH","BM",12/17/2010 0:00:00
"hmr","Hmar","IN","BM",6/27/2013 0:00:00
"hms","Miao, Southern Qiandong","CH","BM",9/17/2008 0:00:00
"hmt","Hamtai","PP","BM",6/27/2013 0:00:00
"hmu","Hamap","ID","BM",9/17/2008 0:00:00
"hmv","Hmong Do","VM","BM",9/17/2008 0:00:00
"hmw","Miao, Western Mashan","CH","BM",9/17/2008 0:00:00
"hmy","Miao, Southern Guiyang","CH","BM",9/17/2008 0:00:00
"hmz","Sinicized Miao","CH","BM",9/17/2008 0:00:00
"hna","Mina","CM","BM",9/17/2008 0:00:00
"hnd","Hindko, Southern","PK","BM",9/17/2008 0:00:00
"hne","Chhattisgarhi","IN","BM",6/27/2013 0:00:00
"hnh","Ani","BC","BM",9/17/2008 0:00:00
"hni","Hani","CH","BM",9/17/2008 0:00:00
"hnj","Hmong Njua","LA","BM",6/27/2013 0:00:00
"hnn","Hanunoo","RP","BM",6/27/2013 0:00:00
"hno","Hindko, Northern","PK","BM",12/17/2010 0:00:00
"hns","Hindustani, Sarnami","NS","BM",6/27/2013 0:00:00
"hnu","Hung","LA","BM",9/17/2008 0:00:00
"hoa","Hoava","BP","BM",9/17/2008 0:00:00
"hob","Mari","PP","BM",9/17/2008 0:00:00
"hoc","Ho","IN","BM",6/27/2013 0:00:00
"hoe","Horom","NI","BM",9/17/2008 0:00:00
"hoh","Hobyot","MU","BM",9/17/2008 0:00:00
"hoi","Holikachuk","US","BM",9/17/2008 0:00:00
"hoj","Haroti","IN","BM",5/16/2013 0:00:00
"hol","Holu","AO","BM",6/27/2013 0:00:00
"hoo","Holoholo","CG","BM",12/17/2010 0:00:00
"hop","Hopi","US","BM",6/27/2013 0:00:00
"hos","Ho Chi Minh City Sign Language","VM","BM",9/17/2008 0:00:00
"hot","Hote","PP","BM",6/27/2013 0:00:00
"hov","Hovongan","ID","BM",9/17/2008 0:00:00
"how","Honi","CH","BM",9/17/2008 0:00:00
"hoy","Holiya","IN","BM",9/17/2008 0:00:00
"hoz","Hozo","ET","BM",9/17/2008 0:00:00
"hpo","Hpon","BM","BM",9/17/2008 0:00:00
"hps","Hawaii Sign Language","US","BM",5/16/2013 0:00:00
"hra","Hrangkhol","IN","BM",12/17/2010 0:00:00
"hrc","Niwer Mil","PP","BM",5/17/2013 0:00:00
"hre","Hre","VM","BM",9/11/2015 0:00:00
"hrk","Haruku","ID","BM",9/17/2008 0:00:00
"hrm","Miao, Horned","CH","BM",9/17/2008 0:00:00
"hro","Haroi","VM","BM",9/17/2008 0:00:00
"hrt","Hertevin","TU","BM",9/17/2008 0:00:00
"hru","Hruso","IN","BM",9/17/2008 0:00:00
"hrv","Croatian","HR","BM",6/27/2013 0:00:00
"hrw","Warwar Feni","PP","BM",5/17/2013 0:00:00
"hrx","Hunsrik","BR","BM",9/17/2008 0:00:00
"hrz","Harzani","IR","BM",9/17/2008 0:00:00
"hsb","Sorbian, Upper","GM","BM",6/27/2013 0:00:00
"hsh","Hungarian Sign Language","HU","BM",9/17/2008 0:00:00
"hsl","Hausa Sign Language","NI","BM",9/17/2008 0:00:00
"hsn","Chinese, Xiang","CH","BM",9/17/2008 0:00:00
"hss","Harsusi","MU","BM",9/17/2008 0:00:00
"hti","Hoti","ID","BM",9/17/2008 0:00:00
"hto","Huitoto, Minica","CO","BM",6/27/2013 0:00:00
"hts","Hadza","TZ","BM",9/17/2008 0:00:00
"htu","Hitu","ID","BM",9/17/2008 0:00:00
"hub","Wampis","PE","BM",6/27/2013 0:00:00
"huc","Hua","BC","BM",9/17/2008 0:00:00
"hud","Huaulu","ID","BM",9/17/2008 0:00:00
"hue","Huave, San Francisco del Mar","MX","BM",9/17/2008 0:00:00
"huf","Humene","PP","BM",9/17/2008 0:00:00
"hug","Huachipaeri","PE","BM",9/17/2008 0:00:00
"huh","Huilliche","CI","BM",9/17/2008 0:00:00
"hui","Huli","PP","BM",6/27/2013 0:00:00
"huj","Miao, Northern Guiyang","CH","BM",9/17/2008 0:00:00
"huk","Hulung","ID","BM",9/17/2008 0:00:00
"hul","Hula","PP","BM",12/17/2010 0:00:00
"hum","Hungana","CG","BM",6/27/2013 0:00:00
"hun","Hungarian","HU","BM",6/27/2013 0:00:00
"huo","Hu","CH","BM",9/17/2008 0:00:00
"hup","Hupa","US","BM",9/17/2008 0:00:00
"huq","Tsat","CH","BM",9/17/2008 0:00:00
"hur","Halkomelem","CA","BM",9/17/2008 0:00:00
"hus","Huastec","MX","BM",6/27/2013 0:00:00
"hut","Humla","NP","BM",9/17/2008 0:00:00
"huu","Huitoto, Murui","PE","BM",6/27/2013 0:00:00
"huv","Huave, San Mateo del Mar","MX","BM",6/27/2013 0:00:00
"hux","Witoto, Muinani","PE","BM",12/17/2010 0:00:00
"huy","Hulaula","IS","BM",9/17/2008 0:00:00
"huz","Hunzib","RS","BM",9/17/2008 0:00:00
"hvc","Haitian Vodoun Culture Language","HA","BM",9/17/2008 0:00:00
"hve","Huave, San Dionisio del Mar","MX","BM",9/17/2008 0:00:00
"hvk","Haveke","NC","BM",9/17/2008 0:00:00
"hvn","Hawu","ID","BM",6/27/2013 0:00:00
"hvv","Huave, Santa Maria Del Mar","MX","BM",9/17/2008 0:00:00
"hwa","Wane","IV","BM",9/17/2008 0:00:00
"hwc","Hawai'i Pidgin","US","BM",5/16/2013 0:00:00
"hwo","Hwana","NI","BM",9/17/2008 0:00:00
"hya","Hya","CM","BM",9/17/2008 0:00:00
"hye","Armenian","AM","BM",6/27/2013 0:00:00
"iai","Iaai","NC","BM",6/27/2013 0:00:00
"ian","Iatmul","PP","BM",6/27/2013 0:00:00
"iar","Purari","PP","BM",6/27/2013 0:00:00
"iba","Iban","MY","BM",6/27/2013 0:00:00
"ibb","Ibibio","NI","BM",9/17/2008 0:00:00
"ibd","Iwaidja","AS","BM",12/17/2010 0:00:00
"ibe","Akpes","NI","BM",9/17/2008 0:00:00
"ibg","Ibanag","RP","BM",6/27/2013 0:00:00
"ibl","Ibaloi","RP","BM",6/27/2013 0:00:00
"ibm","Agoi","NI","BM",9/17/2008 0:00:00
"ibn","Ibino","NI","BM",9/17/2008 0:00:00
"ibo","Igbo","NI","BM",6/27/2013 0:00:00
"ibr","Ibuoro","NI","BM",9/17/2008 0:00:00
"ibu","Ibu","ID","BM",9/17/2008 0:00:00
"iby","Ibani","NI","BM",6/27/2013 0:00:00
"ica","Ede Ica","BN","BM",9/17/2008 0:00:00
"ich","Etkywan","NI","BM",9/17/2008 0:00:00
"icl","Icelandic Sign Language","IC","BM",9/17/2008 0:00:00
"icr","Islander Creole English","CO","BM",6/27/2013 0:00:00
"ida","Luidakho-Luisukha-Lutirichi","KE","BM",12/17/2010 0:00:00
"idb","Indo-Portuguese","IN","BM",6/27/2013 0:00:00
"idc","Ajiya","NI","BM",5/16/2013 0:00:00
"idd","Ede Idaca","BN","BM",9/17/2008 0:00:00
"ide","Idere","NI","BM",9/17/2008 0:00:00
"idi","Idi","PP","BM",9/17/2008 0:00:00
"idr","Indri","OD","BM",9/17/2008 0:00:00
"ids","Idesa","NI","BM",9/17/2008 0:00:00
"idt","Idate","TT","BM",9/17/2008 0:00:00
"idu","Idoma","NI","BM",6/27/2013 0:00:00
"ifa","Ifugao, Amganad","RP","BM",6/27/2013 0:00:00
"ifb","Ifugao, Batad","RP","BM",6/27/2013 0:00:00
"ife","Ife","TO","BM",6/27/2013 0:00:00
"ifk","Ifugao, Tuwali","RP","BM",6/27/2013 0:00:00
"ifm","Teke-Fuumu","CF","BM",6/27/2013 0:00:00
"ifu","Ifugao, Mayoyao","RP","BM",6/27/2013 0:00:00
"ify","Kallahan, Keley-I","RP","BM",6/27/2013 0:00:00
"igb","Ebira","NI","BM",6/27/2013 0:00:00
"ige","Igede","NI","BM",6/27/2013 0:00:00
"igg","Igana","PP","BM",9/17/2008 0:00:00
"igl","Igala","NI","BM",6/27/2013 0:00:00
"igm","Kanggape","PP","BM",9/17/2008 0:00:00
"ign","Ignaciano","BL","BM",6/27/2013 0:00:00
"igo","Isebe","PP","BM",9/17/2008 0:00:00
"igw","Igwe","NI","BM",9/17/2008 0:00:00
"ihb","Iha Based Pidgin","ID","BM",9/17/2008 0:00:00
"ihi","Ihievbe","NI","BM",9/17/2008 0:00:00
"ihp","Iha","ID","BM",9/17/2008 0:00:00
"iii","Nuosu","CH","BM",12/17/2010 0:00:00
"ijc","Izon","NI","BM",6/27/2013 0:00:00
"ije","Biseni","NI","BM",9/17/2008 0:00:00
"ijj","Ede Ije","BN","BM",9/17/2008 0:00:00
"ijn","Kalabari","NI","BM",6/27/2013 0:00:00
"ijs","Ijo, Southeast","NI","BM",6/27/2013 0:00:00
"ike","Inuktitut, Eastern Canadian","CA","BM",6/27/2013 0:00:00
"iki","Iko","NI","BM",9/17/2008 0:00:00
"ikk","Ika","NI","BM",6/27/2013 0:00:00
"ikl","Ikulu","NI","BM",9/17/2008 0:00:00
