"ROL4","Dialect","DialectGerman","ROL3","ROPAL","Source","EditName","EditDate"
6121,"Guangdong Luyuan Yuxi",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6122,"Longsheng Heping",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6124,"India",,"sck",,"GRN / ROD","BM",4/1/2010 0:00:00
6125,"Northern Kurux",,"kru",,"GRN / ROD","BM",4/1/2010 0:00:00
6127,"Longlin Binya",,"mww",,"GRN / ROD","BM",4/1/2010 0:00:00
6128,"Yizhou Fulong",,"zlj",,"GRN / ROD","BM",4/1/2010 0:00:00
6129,"Liuzhou Liucheng",,"zlj",,"GRN / ROD","BM",4/1/2010 0:00:00
6130,"Hechi Liuxu",,"zgb",,"GRN / ROD","BM",4/1/2010 0:00:00
6131,"Ningming Nakan",,"zzj",,"GRN / ROD","BM",4/1/2010 0:00:00
6133,"Ningming Mingjiang",,"zzj",,"GRN / ROD","BM",4/1/2010 0:00:00
6134,"Qinzhou Guitai",,"zyn",,"GRN / ROD","BM",4/1/2010 0:00:00
6135,"Nanning Fushu",,"zyn",,"GRN / ROD","BM",4/1/2010 0:00:00
6136,"Liansan",,"zln",,"GRN / ROD","BM",4/1/2010 0:00:00
6137,"Pai Liannan",,"bpn",,"GRN / ROD","BM",4/1/2010 0:00:00
6138,"Liansan Guosan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6139,"Panyao Ziyuan Hekou",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6141,"Long",,"yiu",,"GRN / ROD","BM",4/1/2010 0:00:00
6142,"Baoting Zalin",,"jio",,"GRN / ROD","BM",4/1/2010 0:00:00
6143,"Liansan",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6144,"Yazgulami",,"yah",,"GRN / ROD","BM",4/1/2010 0:00:00
6145,"Rushani",,"sgh",,"GRN / ROD","BM",4/1/2010 0:00:00
6146,"Weme-gbe",,"wem",,"GRN / ROD","BM",4/1/2010 0:00:00
6147,"Toli-gbe",,"guw",,"GRN / ROD","BM",4/1/2010 0:00:00
6148,"Seto-gbe",,"guw",,"GRN / ROD","BM",4/1/2010 0:00:00
6149,"Ci-gbe",,"cib",,"GRN / ROD","BM",4/1/2010 0:00:00
6150,"Esse",,"ada",,"GRN / ROD","BM",4/1/2010 0:00:00
6151,"Ne Wio",,"gec",,"GRN / ROD","BM",4/1/2010 0:00:00
6152,"Dei",,"gol",,"GRN / ROD","BM",4/1/2010 0:00:00
6154,"Xweda-gbe",,"xwe",,"GRN / ROD","BM",4/1/2010 0:00:00
6156,"Bouna",,"nku",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6157,"Sierra Leone",,"sus",,"GRN / ROD","BM",4/1/2010 0:00:00
6158,"Kploa",,"ggb","ggb01","GRN / ROD","BM",4/1/2010 0:00:00
6160,"Pumi",,"pmi",,"GRN / ROD","BM",4/1/2010 0:00:00
6161,"Kuyao",,"bca",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6162,"Weining Xian",,"yig",,"GRN / ROD","BM",4/1/2010 0:00:00
6163,"Zhenningxian",,"pcc",,"GRN / ROD","BM",4/1/2010 0:00:00
6164,"Blang-Shan",,"blr",,"GRN / ROD","BM",4/1/2010 0:00:00
6165,"Bai",,"mww",,"GRN / ROD","BM",4/1/2010 0:00:00
6166,"Ching",,"hnj",,"GRN / ROD","BM",4/1/2010 0:00:00
6167,"Miao, Kanma",,"hmw",,"GRN / ROD","BM",4/1/2010 0:00:00
6168,"Miao, Shai Lou Zhenningxian",,"hmg",,"GRN / ROD","BM",4/1/2010 0:00:00
6169,"Tangsa",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
6170,"Mizo",,"lus",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6171,"Hmar",,"lus",,"GRN / ROD","BM",4/1/2010 0:00:00
6172,"Amri",,"mjw",,"GRN / ROD","BM",4/1/2010 0:00:00
6174,"Hmar",,"hmr",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6176,"Kaipeng",,"cfm",,"GRN / ROD","BM",4/1/2010 0:00:00
6178,"Solapur",,"lbm",,"GRN / ROD","BM",4/1/2010 0:00:00
6179,"Wadar",,"wbq",,"GRN / ROD","BM",4/1/2010 0:00:00
6180,"Tutsa",,"tvt",,"GRN / ROD","BM",4/1/2010 0:00:00
6181,"Wanchoo",,"nnp",,"GRN / ROD","BM",4/1/2010 0:00:00
6182,"Tum",,"tik","tik01","GRN / ROD","BM",4/1/2010 0:00:00
6183,"Bang",,"nfu",,"GRN / ROD","BM",4/1/2010 0:00:00
6184,"Ba",,"hnj",,"GRN / ROD","BM",4/1/2010 0:00:00
6185,"Baiyan",,"mww",,"GRN / ROD","BM",4/1/2010 0:00:00
6186,"Chuan Qing",,"mww",,"GRN / ROD","BM",4/1/2010 0:00:00
6187,"Miao: Chai Zhuang",,"sfm",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6189,"Arabic, Sàidi",,"aec",,"GRN / ROD","BM",4/1/2010 0:00:00
6190,"Gaoshan",,"mmr",,"GRN / ROD","BM",4/1/2010 0:00:00
6191,"Miao: Jiu Cai",,"pcc",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6192,"Nusu",,"nos",,"GRN / ROD","BM",4/1/2010 0:00:00
6193,"Nisu Jianshui",,"nos",,"GRN / ROD","BM",4/1/2010 0:00:00
6194,"Gaoshan",,"ycl",,"GRN","BM",3/11/2014 0:00:00
6195,"Kusheen Benubcouh",,"kid",,"GRN / ROD","BM",4/1/2010 0:00:00
6196,"Del Oeste",,"tob",,"GRN / ROD","BM",4/1/2010 0:00:00
6197,"Biyah",,"mcu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6199,"Beiruti",,"apc",,"GRN / ROD","BM",4/1/2010 0:00:00
6200,"Cahuatache",,"mim",,"GRN / ROD","BM",4/1/2010 0:00:00
6203,"Quialana",,"zab",,"GRN / ROD","BM",4/1/2010 0:00:00
6204,"Kwala",,"kwc",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6205,"Adere",,"add",,"GRN / ROD","BM",4/1/2010 0:00:00
6207,"Esu",,"isu",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6208,"Moundeng",,"mua",,"GRN / ROD","BM",4/1/2010 0:00:00
6209,"Jordanian",,"ajp",,"GRN / ROD","BM",4/1/2010 0:00:00
6210,"Amanavie",,"emn",,"GRN / ROD","BM",4/1/2010 0:00:00
6211,"Amayo",,"emn",,"GRN / ROD","BM",4/1/2010 0:00:00
6212,"Asaka",,"ckx",,"GRN / ROD","BM",4/1/2010 0:00:00
6219,"Buwi",,"bfd",,"GRN / ROD","BM",4/1/2010 0:00:00
6221,"Zhe Li Mu Meng",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
6222,"A La Shan Meng",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
6223,"Syringol",,"mvf",,"GRN / ROD","BM",4/1/2010 0:00:00
6224,"Hezhang xian",,"ycl",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6225,"Chaman",,"zng",,"GRN / ROD","BM",4/1/2010 0:00:00
6226,"Cai",,"hmd",,"GRN / ROD","BM",4/1/2010 0:00:00
6227,"Dulong",,"duu",,"GRN / ROD","BM",4/1/2010 0:00:00
6228,"Tinta",,"ass","ass02","GRN / ROD","BM",4/1/2010 0:00:00
6231,"Cameroons",,"jms",,"GRN / ROD","BM",4/1/2010 0:00:00
6232,"Mbomboh",,"mgg",,"GRN / ROD","BM",4/1/2010 0:00:00
6233,"Mfe",,"yam",,"GRN / ROD","BM",4/1/2010 0:00:00
6235,"Bejune",,"mij",,"GRN / ROD","BM",4/1/2010 0:00:00
6236,"Moufou Merie",,"mfk",,"GRN / ROD","BM",4/1/2010 0:00:00
6237,"Chinese, Huizhou",,"czh",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6238,"Huang Yuan",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6239,"Min Zhou",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6240,"Chinese, Xi Ning",,"hsn",,"GRN / ROD","BM",4/1/2010 0:00:00
6241,"Zang Ye",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6242,"Bai Qun",,"mww",,"GRN / ROD","BM",4/1/2010 0:00:00
6243,"Zhen Ning Xian",,"hea",,"GRN / ROD","BM",4/1/2010 0:00:00
6244,"Hua Yi",,"hmd",,"GRN / ROD","BM",4/1/2010 0:00:00
6245,"Jiao Jjiao",,"hrm",,"GRN / ROD","BM",4/1/2010 0:00:00
6246,"Miao: Laohu",,"hml",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6247,"Miao: Sheng",,"zyg",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6248,"Miao: Ya Que",,"giw",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6249,"Nusu",,"nuf",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6250,"Nopa",,"nuf",,"GRN / ROD","BM",4/1/2010 0:00:00
6251,"San Du Xian",,"swi",,"GRN / ROD","BM",4/1/2010 0:00:00
6252,"Nanding",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6254,"Xiangtang",,"yiu",,"GRN / ROD","BM",4/1/2010 0:00:00
6255,"An Duo",,"bod",,"GRN / ROD","BM",4/1/2010 0:00:00
6266,"Nchanti",,"ncr",,"GRN / ROD","BM",4/1/2010 0:00:00
6269,"Nkot",,"yam",,"GRN / ROD","BM",4/1/2010 0:00:00
6270,"Ossato",,"ost",,"GRN / ROD","BM",4/1/2010 0:00:00
6271,"Sarrih",,"ndu",,"GRN / ROD","BM",4/1/2010 0:00:00
6272,"Wando",,"mea",,"GRN / ROD","BM",4/1/2010 0:00:00
6274,"Yive",,"uiv",,"GRN / ROD","BM",4/1/2010 0:00:00
6275,"Hunan Xiantanhua",,"hsn",,"GRN / ROD","BM",4/1/2010 0:00:00
6276,"Hubei Chongyanghua",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6277,"Hubei Wuhandayehua",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6278,"Hubei Dangyanghua",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6279,"Hainan Changjiang Baoping",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6280,"Miao: Luizhou Longshui Antai",,"ium",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6281,"Guoshan Hunan Jiang Yong",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6282,"Guoshan Lingchuan",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6283,"Guoshan Hunan Jianghua",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6284,"Sanzi Jinxiuluoxiang",,"pnu",,"GRN / ROD","BM",4/1/2010 0:00:00
6285,"Sanjiang Gaoqi",,"pha",,"GRN / ROD","BM",4/1/2010 0:00:00
6286,"Bama Bafa",,"zyg",,"GRN / ROD","BM",4/1/2010 0:00:00
6287,"Logorban",,"mor",,"GRN / ROD","BM",4/1/2010 0:00:00
6288,"Baghdadi",,"acm",,"GRN / ROD","BM",4/1/2010 0:00:00
6289,"Kawki",,"jqr",,"GRN / ROD","BM",4/1/2010 0:00:00
6290,"Gergueko",,"moz",,"GRN / ROD","BM",4/1/2010 0:00:00
6294,"Yanghe",,"acn",,"GRN / ROD","BM",4/1/2010 0:00:00
6295,"Husa",,"acn",,"GRN / ROD","BM",4/1/2010 0:00:00
6296,"Hongfenglong",,"pce",,"GRN / ROD","BM",4/1/2010 0:00:00
6297,"Grebo, Webbo",,"gry",,"GRN / ROD","BM",4/1/2010 0:00:00
6298,"Kittiebo",,"gbo",,"GRN / ROD","BM",4/1/2010 0:00:00
6299,"Nanssia",,"nku",,"GRN / ROD","BM",4/1/2010 0:00:00
6300,"Neao",,"gxx",,"GRN / ROD","BM",4/1/2010 0:00:00
6302,"Talensi",,"gur","gur06","GRN / ROD","BM",4/1/2010 0:00:00
6303,"Samo, Southern",,"sbd",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6304,"Pana [burkina Faso]",,"pnq",,"GRN / ROD","BM",4/1/2010 0:00:00
6305,"Andoh",,"nhb",,"GRN / ROD","BM",4/1/2010 0:00:00
6307,"Kuteni",,"ntm",,"GRN / ROD","BM",4/1/2010 0:00:00
6308,"Itcha",,"ife",,"GRN / ROD","BM",4/1/2010 0:00:00
6309,"Koubitcha",,"bqa",,"GRN / ROD","BM",4/1/2010 0:00:00
6310,"Biankouma",,"dnj",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6311,"Tiefo",,"tiq",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6313,"Dausahaq",,"dsq",,"GRN / ROD","BM",4/1/2010 0:00:00
6314,"Jo",,"jow",,"GRN / ROD","BM",4/1/2010 0:00:00
6315,"Mastanawa",,"mcd",,"GRN / ROD","BM",4/1/2010 0:00:00
6317,"Landougou",,"sif",,"GRN / ROD","BM",4/1/2010 0:00:00
6319,"Kpatogo",,"gna",,"GRN / ROD","BM",4/1/2010 0:00:00
6320,"Karimjo",,"cfg",,"GRN / ROD","BM",4/1/2010 0:00:00
6321,"Kodei",,"ktc",,"GRN / ROD","BM",4/1/2010 0:00:00
6323,"Bishiri",,"bzy",,"GRN / ROD","BM",4/1/2010 0:00:00
6324,"Guyuk",,"lnu",,"GRN / ROD","BM",4/1/2010 0:00:00
6325,"Lelau",,"ldk",,"GRN / ROD","BM",4/1/2010 0:00:00
6327,"Ampandi",,"piy",,"GRN / ROD","BM",4/1/2010 0:00:00
6328,"Yala Ogoja",,"yba","yba03","GRN / ROD","BM",4/1/2010 0:00:00
6329,"Zoh",,"pbl",,"GRN / ROD","BM",4/1/2010 0:00:00
6330,"Suryapuri",,"sjp",,"GRN / ROD","BM",4/1/2010 0:00:00
6331,"Guangxi Nanning",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6332,"Dong Fang",,"lic",,"GRN / ROD","BM",4/1/2010 0:00:00
6333,"Sanjiang",,"cov",,"GRN / ROD","BM",4/1/2010 0:00:00
6334,"Hongtou Longlin",,"bwx",,"GRN / ROD","BM",4/1/2010 0:00:00
6335,"Mubing Tianlin",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6336,"Pingdi Hunan Jianghua",,"ium",,"GRN / ROD","BM",4/1/2010 0:00:00
6337,"Napo",,"zzj",,"GRN / ROD","BM",4/1/2010 0:00:00
6338,"Hunan Jianghau",,"zgb",,"GRN / ROD","BM",4/1/2010 0:00:00
6339,"Sulung",,"suv",,"GRN / ROD","BM",4/1/2010 0:00:00
6341,"Komker",,"adi",,"GRN / ROD","BM",4/1/2010 0:00:00
6342,"Memba",,"tsj",,"GRN / ROD","BM",4/1/2010 0:00:00
6343,"Milang",,"adi",,"GRN / ROD","BM",4/1/2010 0:00:00
6344,"Vajjiga",,"hin",,"GRN / ROD","BM",4/1/2010 0:00:00
6345,"Tharu: Dasauria",,"thl",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6346,"Bhojpuri",,"bho",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6348,"Bai",,"bca",,"GRN / ROD","BM",4/1/2010 0:00:00
6349,"Nisu Yuxi",,"nos",,"GRN / ROD","BM",4/1/2010 0:00:00
6350,"Gudong",,"hms",,"GRN / ROD","BM",4/1/2010 0:00:00
6351,"Ungwai",,"nat",,"GRN / ROD","BM",4/1/2010 0:00:00
6352,"Cochabamba",,"quh",,"GRN / ROD","BM",4/1/2010 0:00:00
6353,"Sucre",,"quh",,"GRN / ROD","BM",4/1/2010 0:00:00
6354,"Xiao",,"hnj",,"GRN / ROD","BM",4/1/2010 0:00:00
6356,"Giseda",,"blo","blo03","GRN / ROD","BM",4/1/2010 0:00:00
6357,"Ije",,"ijj",,"GRN / ROD","BM",4/1/2010 0:00:00
6358,"Cabe",,"cbj",,"GRN / ROD","BM",4/1/2010 0:00:00
6361,"Barat",,"ury",,"GRN / ROD","BM",4/1/2010 0:00:00
6362,"Middle Strata",,"xdy",,"GRN","BM",3/11/2014 0:00:00
6363,"Toraja-palopo",,"sda",,"GRN / ROD","BM",4/1/2010 0:00:00
6365,"San Antonio De Las Mesas",,"mks",,"GRN / ROD","BM",4/1/2010 0:00:00
6366,"La Garzona",,"zac",,"GRN / ROD","BM",4/1/2010 0:00:00
6369,"Teotitlan Del Valle",,"zab",,"GRN / ROD","BM",4/1/2010 0:00:00
6370,"Muria, Gondi",,"mut",,"GRN / ROD","BM",4/1/2010 0:00:00
6371,"Braj",,"bra",,"GRN / ROD","BM",4/1/2010 0:00:00
6372,"Chowra",,"crv",,"GRN / ROD","BM",4/1/2010 0:00:00
6373,"Onstantine",,"arq",,"GRN / ROD","BM",4/1/2010 0:00:00
6374,"Jur Luo",,"lwo",,"GRN / ROD","BM",4/1/2010 0:00:00
6375,"North Kordofan",,"apd",,"GRN / ROD","BM",4/1/2010 0:00:00
6378,"Sabar",,"srb",,"GRN / ROD","BM",4/1/2010 0:00:00
6379,"Pojulu",,"bfa","bfa04","GRN / ROD","BM",4/1/2010 0:00:00
6380,"Malual",,"dik",,"GRN / ROD","BM",4/1/2010 0:00:00
6381,"Pan Aru",,"diw",,"GRN / ROD","BM",4/1/2010 0:00:00
6383,"Erohwa",,"erh",,"GRN / ROD","BM",4/1/2010 0:00:00
6384,"Gora",,"jab",,"GRN / ROD","BM",4/1/2010 0:00:00
6386,"Noroeste",,"otq",,"GRN / ROD","BM",4/1/2010 0:00:00
6387,"Cuquila",,"mie",,"GRN / ROD","BM",4/1/2010 0:00:00
6388,"Zoquitlan",,"tpx",,"GRN / ROD","BM",4/1/2010 0:00:00
6389,"Huitzapula",,"tpx",,"GRN / ROD","BM",4/1/2010 0:00:00
6391,"Zapotitlan",,"tpx",,"GRN / ROD","BM",4/1/2010 0:00:00
6393,"Bozo, Hainyaxo",,"bzx",,"GRN / ROD","BM",4/1/2010 0:00:00
6398,"Pidgin, Nigeria",,"pcm",,"GRN / ROD","BM",4/1/2010 0:00:00
6399,"Santa Lucia",,"zac",,"GRN / ROD","BM",4/1/2010 0:00:00
6400,"Bisonhorn Maria",,"daq",,"GRN / ROD","BM",4/1/2010 0:00:00
6402,"Kurux",,"kru",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6404,"Northern Arapaho",,"arp",,"GRN / ROD","BM",4/1/2010 0:00:00
6405,"Zapotec, Quiavicuzaso",,"zpj",,"GRN / ROD","BM",4/1/2010 0:00:00
6407,"Nahuatl, Mecayapan Y Tatahuicapan",,"nhx",,"GRN / ROD","BM",4/1/2010 0:00:00
6408,"Yucuane",,"mvg",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6413,"Atong [Cameroon]",,"ato",,"GRN / ROD","BM",4/1/2010 0:00:00
6416,"Nancowry",,"ncb",,"GRN / ROD","BM",4/1/2010 0:00:00
6419,"Beni-amir",,"bej",,"GRN / ROD","BM",4/1/2010 0:00:00
6420,"Harakmbut",,"amr",,"GRN / ROD","BM",4/1/2010 0:00:00
6422,"Bibemi",,"mua",,"GRN / ROD","BM",4/1/2010 0:00:00
6423,"Mokolo",,"maf",,"GRN / ROD","BM",4/1/2010 0:00:00
6424,"Nemadi",,"mey",,"GRN / ROD","BM",4/1/2010 0:00:00
6425,"Kalikot",,"npi",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6426,"Western Chepang",,"cdm",,"GRN / ROD","BM",4/1/2010 0:00:00
6427,"Hill",,"anc",,"GRN / ROD","BM",4/1/2010 0:00:00
6428,"Nepali",,"npi",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6429,"Arabic, Tàizzi-Adeni",,"acq",,"GRN / ROD","BM",4/1/2010 0:00:00
6430,"Mishing",,"mrg",,"GRN / ROD","BM",4/1/2010 0:00:00
6431,"Atlamajalcingo",,"mim",,"GRN / ROD","BM",4/1/2010 0:00:00
6433,"Prang",,"kph",,"GRN / ROD","BM",4/1/2010 0:00:00
6434,"Mixtecapa",,"mim",,"GRN / ROD","BM",4/1/2010 0:00:00
6438,"Bolivia",,"ite",,"GRN / ROD","BM",4/1/2010 0:00:00
6440,"Kako West",,"kkj",,"GRN / ROD","BM",4/1/2010 0:00:00
6442,"Syrian Calamon",,"apc",,"GRN / ROD","BM",4/1/2010 0:00:00
6443,"San Mateo",,"xtm",,"GRN / ROD","BM",4/1/2010 0:00:00
6445,"Narayangarh",,"lbm",,"GRN / ROD","BM",4/1/2010 0:00:00
6446,"Manbhuiyan",,"ben",,"GRN / ROD","BM",4/1/2010 0:00:00
6449,"Hwengbarkon",,"bsq",,"GRN / ROD","BM",4/1/2010 0:00:00
6450,"Gemzek",,"gnd",,"GRN / ROD","BM",4/1/2010 0:00:00
6451,"Gbor",,"bsq",,"GRN / ROD","BM",4/1/2010 0:00:00
6452,"Nitiabo",,"gbo",,"GRN / ROD","BM",4/1/2010 0:00:00
6453,"Nyanoun",,"gec",,"GRN / ROD","BM",4/1/2010 0:00:00
6454,"Sabo",,"gbo",,"GRN / ROD","BM",4/1/2010 0:00:00
6456,"Tuobo",,"gbo",,"GRN / ROD","BM",4/1/2010 0:00:00
6457,"Wrelpo",,"grj",,"GRN / ROD","BM",4/1/2010 0:00:00
6458,"Juarzon",,"krn",,"GRN / ROD","BM",4/1/2010 0:00:00
6459,"Kabade",,"krn",,"GRN / ROD","BM",4/1/2010 0:00:00
6460,"Seekon",,"krn",,"GRN / ROD","BM",4/1/2010 0:00:00
6462,"Badi",,"awa",,"GRN / ROD","BM",4/1/2010 0:00:00
6466,"Hokkien",,"nan",,"GRN / ROD","BM",4/1/2010 0:00:00
6468,"Southern",,"bwq",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6478,"Lower Assam",,"brx",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
6480,"Mamasani",,"luz",,"GRN / ROD","BM",4/1/2010 0:00:00
6482,"Wenshan",,"cmn",,"GRN / ROD","BM",4/1/2010 0:00:00
6483,"Deqin",,"bod",,"GRN / ROD","BM",4/1/2010 0:00:00
6485,"Deqin",,"nxq",,"GRN","BM",3/11/2014 0:00:00
6486,"Deqin",,"lis",,"GRN / ROD","BM",4/1/2010 0:00:00
6488,"Wudufa",,"kil",,"GRN / ROD","BM",4/1/2010 0:00:00
6494,"Brasil Interior",,"por",,"GRN / ROD","BM",4/1/2010 0:00:00
6495,"Massana",,"mcn",,"GRN / ROD","BM",4/1/2010 0:00:00
6496,"Siou",,"nmz",,"GRN / ROD","BM",4/1/2010 0:00:00
6497,"Tala",,"ajg",,"GRN / ROD","BM",4/1/2010 0:00:00
6498,"Sn. S. Nicananduta",,"xtn",,"GRN / ROD","BM",4/1/2010 0:00:00
6499,"Yaka",,"las",,"GRN / ROD","BM",4/1/2010 0:00:00
6600,"Bako",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6601,"Biyo",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6602,"Galila",,"gyl",,"GRN / ROD","BM",4/1/2010 0:00:00
6604,"Laydo",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6605,"Seyki",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6606,"Shangama",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6607,"Sido",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6608,"Wubahamer",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6609,"Zeddo",,"aiw",,"GRN / ROD","BM",4/1/2010 0:00:00
6614,"Abasakur",,"abw",,"GRN / ROD","BM",4/1/2010 0:00:00
6616,"Ashkaraua",,"abq",,"GRN / ROD","BM",4/1/2010 0:00:00
6617,"Bezshagh",,"abq",,"GRN / ROD","BM",4/1/2010 0:00:00
6618,"Tapanta",,"abq",,"GRN / ROD","BM",4/1/2010 0:00:00
6619,"Abbey-ve",,"aba",,"GRN / ROD","BM",4/1/2010 0:00:00
6620,"Kos",,"aba",,"GRN / ROD","BM",4/1/2010 0:00:00
6621,"Morie",,"aba",,"GRN / ROD","BM",4/1/2010 0:00:00
6622,"Tioffo",,"aba",,"GRN / ROD","BM",4/1/2010 0:00:00
6623,"Enyembe",,"abi",,"GRN / ROD","BM",4/1/2010 0:00:00
6624,"Ogbru",,"abi",,"GRN / ROD","BM",4/1/2010 0:00:00
6627,"Abkhaz",,"abk",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
6628,"Abzhui",,"abk",,"GRN / ROD","BM",4/1/2010 0:00:00
6629,"Bzyb",,"abk",,"GRN / ROD","BM",4/1/2010 0:00:00
6630,"Samurzakan",,"abk",,"GRN / ROD","BM",4/1/2010 0:00:00
6633,"Abnaki, Western",,"abe",,"GRN / ROD","BM",4/1/2010 0:00:00
6634,"Abo",,"abb",,"GRN / ROD","BM",4/1/2010 0:00:00
6636,"Central Abuan",,"abn",,"GRN / ROD","BM",4/1/2010 0:00:00
6637,"Emughan",,"abn",,"GRN / ROD","BM",4/1/2010 0:00:00
6638,"Okpeden",,"abn",,"GRN / ROD","BM",4/1/2010 0:00:00
6639,"Otapha",,"abn","abn03","GRN / ROD","BM",4/1/2010 0:00:00
6640,"Alakaman",,"abz",,"GRN / ROD","BM",4/1/2010 0:00:00
6641,"Atimelang",,"abz",,"GRN / ROD","BM",4/1/2010 0:00:00
6642,"Kobola",,"abz","abz02","GRN / ROD","BM",4/1/2010 0:00:00
6643,"Abujmaria",,"mrr",,"GRN / ROD","BM",4/1/2010 0:00:00
6644,"Abun Je",,"kgr",,"GRN / ROD","BM",4/1/2010 0:00:00
6645,"Abun Ji",,"kgr",,"GRN / ROD","BM",4/1/2010 0:00:00
6646,"Abun Tat",,"kgr","kgr01","GRN / ROD","BM",4/1/2010 0:00:00
6647,"Abung",,"abl",,"GRN / ROD","BM",4/1/2010 0:00:00
6648,"Jabung",,"abl",,"GRN / ROD","BM",4/1/2010 0:00:00
6649,"Kota Bumi",,"abl",,"GRN / ROD","BM",4/1/2010 0:00:00
6650,"Menggala",,"abl",,"GRN / ROD","BM",4/1/2010 0:00:00
6651,"Banda Aceh",,"ace",,"GRN / ROD","BM",4/1/2010 0:00:00
6652,"Baruh",,"ace",,"GRN / ROD","BM",4/1/2010 0:00:00
6653,"Bueng",,"ace",,"GRN / ROD","BM",4/1/2010 0:00:00
6654,"Daja",,"ace",,"GRN / ROD","BM",4/1/2010 0:00:00
6655,"Pase",,"ace",,"GRN / ROD","BM",4/1/2010 0:00:00
6656,"Pidie",,"ace",,"GRN / ROD","BM",4/1/2010 0:00:00
6657,"Tunong",,"ace","ace07","GRN / ROD","BM",4/1/2010 0:00:00
6658,"Lianghe",,"acn",,"GRN / ROD","BM",4/1/2010 0:00:00
6659,"Longchuan",,"acn","acn01","GRN / ROD","BM",4/1/2010 0:00:00
6660,"Luxi",,"acn",,"GRN / ROD","BM",4/1/2010 0:00:00
6661,"Maingtha",,"acn","acn06","GRN / ROD","BM",4/1/2010 0:00:00
6663,"Eastern Acheron",,"acz",,"GRN / ROD","BM",4/1/2010 0:00:00
6664,"Western Acheron","Westliches Acheron","acz","acz02","GRN / ROD","BM",4/1/2010 0:00:00
6665,"Dhopaluo",,"ach",,"GRN / ROD","BM",4/1/2010 0:00:00
6666,"Labwor",,"ach",,"GRN / ROD","BM",4/1/2010 0:00:00
6667,"Nyakwai",,"ach",,"GRN / ROD","BM",4/1/2010 0:00:00
6670,"Boroma",,"acp","acp02","GRN / ROD","BM",4/1/2010 0:00:00
6671,"Acipa, Western",,"awc",,"GRN / ROD","BM",4/1/2010 0:00:00
